System,Facility,CCN,State,State_full,County,City,Zip,Profit Status,Status,Lat,Long
Trinity Health,Saint Alphonsus Health System,blank,ID,Idaho,Ada County,,83706,Non-profit,Future Prospects: 2020,43.59139,-116.19484
Trinity Health,Saint Agnes Medical Center,blank,CA,California,Fresno County,,93720,Non-profit,Future Prospects: 2020,36.86031,-119.76157
Ardent,UT Health Carthage,450210,TX,Texas,Panola,Carthage,75633,-,2019,32.12895,-94.27705
Ardent,UT Health Henderson,450475,TX,Texas,Rusk,Henderson,75652,-,2019,32.22989,-94.73272
Ardent,UT Health Pittsburg,451367,TX,Texas,Camp,Pittsburg,75686,-,2019,32.96953,-94.95017
Ardent,UT Health East Texas Behavioral Health Center,–,TX,Texas,Smith,Tyler,75701,-,2019,32.32829,-95.30091
Ardent,UT Health East Texas Long-Term Acute Care,–,TX,Texas,Smith,Tyler,75701,-,2019,32.32329,-95.30591
Ardent,UT Health East Texas Rehabilitation Center,452051,TX,Texas,Smith,Tyler,75701,-,2019,32.31829,-95.30091
Ardent,UT Health Tyler,450083,TX,Texas,Smith,Tyler,75701,-,2019,32.32329,-95.29591
Ardent,UT Health North Campus Tyler,–,TX,Texas,Smith,Tyler,75708,-,2019,32.41635,-95.20958
Ardent,UT Health Athens,450389,TX,Texas,Henderson,Athens,75751,-,2019,32.09642,-95.9083
Ardent,UT Health Jacksonville,450194,TX,Texas,Cherokee,Jacksonville,75766,-,2019,31.9462,-95.25704
Ardent,UT Health Quitman,451380,TX,Texas,Wood,Quitman,75783,-,2019,32.82157,-95.42366
Washington Regional Medical Center,Washington Regional Medical Center,40004,AR,Arkansas,Washington County,Fayetteville,72703,Non-profit,2017,36.11505,-94.04393
